id,door buster,in stock,is online,launch date,has image,status code,status,Has Price,Price
125,0,0,1,12/18/2015,1,1,Not Started,1,1.82
126,0,0,1,10/13/2015,1,2,In Progress,2,2
127,0,1,0,11/5/2015,0,4,-,1,2.24
128,1,1,1,12/15/2015,0,4,-,2,5.66
129,0,0,0,10/28/2015,1,2,In Progress,0,0
130,0,0,0,11/15/2015,0,1,Not Started,3,8.65
131,0,0,0,11/30/2015,1,2,In Progress,4,5184
132,0,0,1,11/6/2015,0,4,-,4,5184
133,0,1,1,11/27/2015,0,3,Active,4,98
134,1,1,0,11/19/2015,1,1,Not Started,1,2
135,1,1,1,11/14/2015,1,4,-,0,0
136,0,0,1,12/27/2015,1,3,Active,0,0
137,0,0,0,11/8/2015,0,2,In Progress,1,1.91
138,1,0,0,10/30/2015,1,1,Not Started,4,13.57
139,1,1,1,10/5/2015,0,3,Active,4,17.31
140,0,1,0,12/17/2015,0,3,Active,3,81
141,1,1,0,10/23/2015,0,4,-,0,0
142,1,0,0,12/16/2015,1,1,Not Started,0,0
143,1,1,0,11/9/2015,1,4,-,0,0
144,0,1,0,11/13/2015,1,3,Active,3,4.9
145,0,1,1,12/11/2015,1,2,In Progress,1,5
146,1,0,0,10/5/2015,0,3,Active,3,9
147,1,0,0,12/27/2015,1,2,In Progress,1,1.26
148,0,1,1,10/16/2015,1,1,Not Started,4,17.31
149,1,0,0,10/10/2015,1,2,In Progress,4,50
150,0,0,1,10/17/2015,0,1,Not Started,3,4.9
151,1,0,0,10/21/2015,0,3,Active,4,324
152,1,1,0,12/12/2015,0,2,In Progress,2,98
153,0,1,0,10/12/2015,1,3,Active,1,7
154,0,1,0,11/12/2015,1,3,Active,3,375
155,0,0,1,10/20/2015,1,1,Not Started,4,1024
156,1,1,0,10/7/2015,1,4,-,1,1.71
157,1,0,0,10/2/2015,1,1,Not Started,4,32
158,1,1,0,11/8/2015,0,3,Active,0,0
159,0,0,0,12/11/2015,1,2,In Progress,0,0
160,0,0,0,10/7/2015,0,1,Not Started,1,2.45
161,0,1,0,12/7/2015,0,1,Not Started,0,0
162,1,0,1,12/14/2015,1,2,In Progress,4,10.08
163,1,0,0,10/14/2015,1,3,Active,2,4.24
164,1,0,1,11/9/2015,0,1,Not Started,2,50
165,0,0,0,12/4/2015,1,2,In Progress,4,17.31
166,1,0,1,12/14/2015,0,3,Active,1,1.91
167,0,1,0,12/2/2015,0,2,In Progress,0,0
168,1,0,0,11/23/2015,1,3,Active,3,81
169,1,0,1,12/19/2015,0,2,In Progress,2,8
170,0,0,0,11/30/2015,1,2,In Progress,0,0
171,1,1,1,12/19/2015,0,1,Not Started,3,9
172,0,0,1,12/21/2015,0,2,In Progress,4,32
173,1,0,1,10/9/2015,0,3,Active,4,324
174,1,0,1,11/19/2015,0,4,-,0,0
175,0,1,1,10/3/2015,0,4,-,2,18
176,1,1,1,11/28/2015,0,2,In Progress,3,9
177,1,1,0,11/9/2015,0,3,Active,3,13.86
178,1,1,1,12/12/2015,1,4,-,2,2.83
179,0,1,0,12/22/2015,1,2,In Progress,2,8.49
180,1,1,1,12/23/2015,0,3,Active,0,0
181,0,0,0,10/9/2015,1,4,-,2,98
182,1,1,0,11/27/2015,0,3,Active,4,324
183,0,0,1,11/20/2015,0,3,Active,3,7.21
184,0,0,1,10/13/2015,0,4,-,2,32
185,1,0,1,10/4/2015,0,2,In Progress,2,2
186,1,1,0,10/26/2015,1,2,In Progress,4,4
187,1,1,1,10/16/2015,1,2,In Progress,2,8.49
188,1,0,0,12/21/2015,1,2,In Progress,1,1.41
189,0,0,0,11/11/2015,1,2,In Progress,2,32
190,0,1,0,12/2/2015,1,3,Active,0,0
191,0,0,0,12/9/2015,1,1,Not Started,3,13.86
192,0,1,1,12/21/2015,1,3,Active,3,2.88
193,0,0,1,11/13/2015,1,3,Active,4,64
194,0,0,0,11/21/2015,0,4,-,3,19.36
195,0,1,0,12/1/2015,1,2,In Progress,1,1.82
196,0,1,0,12/8/2015,1,3,Active,1,2.65
197,1,1,1,12/26/2015,0,3,Active,1,1.41
198,0,1,0,10/3/2015,1,1,Not Started,4,13.57
199,0,1,1,11/7/2015,1,4,-,4,4
200,0,0,0,11/21/2015,1,1,Not Started,2,72
201,0,1,1,12/22/2015,1,3,Active,3,32.08
202,1,1,1,12/8/2015,0,1,Not Started,0,0
203,1,1,1,11/9/2015,0,4,-,3,648
204,1,1,0,10/24/2015,0,3,Active,3,32.08
205,0,0,0,11/11/2015,0,4,-,2,3.68
206,1,0,0,12/6/2015,1,3,Active,3,9
207,1,0,1,10/16/2015,0,3,Active,3,4.9
208,1,1,0,10/23/2015,0,4,-,4,18
209,0,1,1,10/7/2015,1,1,Not Started,1,7
210,0,0,1,12/28/2015,1,1,Not Started,0,0
211,1,1,0,11/20/2015,1,3,Active,3,8.65
212,0,0,1,10/5/2015,1,1,Not Started,1,7
213,0,0,1,10/2/2015,0,3,Active,2,5.66
214,1,0,1,12/20/2015,1,2,In Progress,3,1029
215,0,1,1,12/30/2015,1,4,-,2,7.07
216,0,1,1,11/8/2015,1,2,In Progress,0,0
217,0,1,1,11/23/2015,0,4,-,2,3.68
218,1,1,0,12/19/2015,1,1,Not Started,4,64
219,0,0,1,10/25/2015,0,1,Not Started,0,0
220,0,0,1,12/26/2015,0,1,Not Started,2,72
221,1,1,1,10/27/2015,0,3,Active,3,8.65
222,1,0,0,10/10/2015,1,4,-,1,1.82
223,1,1,0,11/22/2015,1,2,In Progress,4,50
224,1,1,0,11/7/2015,1,2,In Progress,3,7.21
225,0,0,0,10/16/2015,1,4,-,1,3
226,1,1,1,11/3/2015,0,4,-,2,98
227,1,0,1,11/18/2015,1,3,Active,3,2.88
228,1,1,0,10/18/2015,0,4,-,2,32
229,1,0,1,10/1/2015,1,1,Not Started,0,0
230,1,0,1,12/5/2015,0,2,In Progress,0,0
231,0,0,1,10/26/2015,1,4,-,4,5184
232,1,0,1,12/10/2015,0,3,Active,2,2.83
233,1,0,1,10/31/2015,0,3,Active,4,64
234,1,0,0,11/24/2015,0,4,-,2,4.16
235,0,1,0,11/28/2015,0,1,Not Started,4,4
236,1,0,0,11/21/2015,1,4,-,3,8.65
237,0,0,1,11/27/2015,1,2,In Progress,3,81
238,0,1,0,10/28/2015,1,3,Active,2,4.24
239,0,1,1,12/29/2015,0,2,In Progress,4,17.31
240,0,0,1,10/26/2015,0,3,Active,0,0
241,0,1,1,10/21/2015,1,4,-,3,8.65
242,0,0,0,11/7/2015,0,1,Not Started,1,1.44
243,0,1,1,10/29/2015,0,2,In Progress,1,2
244,1,1,0,11/2/2015,1,4,-,0,0
245,1,0,0,11/28/2015,1,3,Active,4,2500
246,1,1,0,11/12/2015,1,4,-,4,324
247,1,0,0,11/21/2015,0,2,In Progress,3,2.88
248,1,0,1,12/1/2015,0,1,Not Started,1,6
249,0,1,1,10/3/2015,1,1,Not Started,1,1.41
250,0,0,0,12/24/2015,1,1,Not Started,0,0
251,1,0,1,12/2/2015,0,2,In Progress,1,2.65
252,0,0,1,10/8/2015,0,1,Not Started,1,3
253,0,1,1,11/16/2015,0,1,Not Started,1,2.65
254,1,0,0,11/10/2015,0,2,In Progress,2,50
255,0,1,0,11/26/2015,1,3,Active,2,3.68
256,1,1,0,11/11/2015,0,2,In Progress,2,2
257,0,0,1,12/29/2015,1,3,Active,1,3
258,1,0,0,10/30/2015,1,1,Not Started,2,2
259,0,0,1,11/20/2015,1,3,Active,2,8
260,0,1,1,11/28/2015,0,3,Active,1,1.73
261,1,1,1,11/10/2015,1,2,In Progress,2,8.49
262,0,1,1,10/24/2015,0,2,In Progress,4,17.31
263,0,0,0,11/7/2015,0,3,Active,3,2.88
264,0,0,0,10/31/2015,1,1,Not Started,4,2500
265,1,1,1,10/20/2015,1,1,Not Started,2,8
266,0,0,0,12/24/2015,0,2,In Progress,3,1029
267,0,1,1,11/13/2015,1,2,In Progress,3,24
268,0,0,0,10/31/2015,0,3,Active,4,2500
269,0,1,0,12/10/2015,0,3,Active,1,2.45
270,1,1,0,12/15/2015,1,1,Not Started,3,4.33
271,0,0,0,10/21/2015,0,2,In Progress,4,324
272,0,1,0,11/16/2015,0,4,-,0,0
273,0,1,1,10/26/2015,0,2,In Progress,3,192
274,1,1,0,11/18/2015,0,4,-,2,72
275,0,1,0,12/19/2015,0,4,-,3,19.36
276,0,0,0,12/31/2015,1,2,In Progress,0,0
277,0,1,1,10/21/2015,1,4,-,3,7.21
278,1,0,1,10/21/2015,0,1,Not Started,3,13.86
279,0,1,1,10/3/2015,1,1,Not Started,3,13.86
280,1,0,1,11/6/2015,0,1,Not Started,4,10.08
281,1,1,0,10/14/2015,0,4,-,3,13.86
282,1,0,0,11/3/2015,0,3,Active,1,1.59
283,0,0,0,11/12/2015,0,4,-,1,4
284,1,1,1,12/5/2015,0,3,Active,0,0
285,0,0,0,10/26/2015,1,2,In Progress,2,72
286,0,0,1,10/5/2015,1,2,In Progress,3,1029
287,0,1,1,10/14/2015,0,2,In Progress,2,2.62
288,1,0,0,11/9/2015,1,2,In Progress,4,21.26
289,0,1,1,10/26/2015,0,4,-,1,1.71
290,1,0,0,11/13/2015,1,3,Active,1,1.26
291,0,0,1,10/20/2015,1,3,Active,4,32
292,0,1,1,10/22/2015,1,4,-,0,0
293,1,0,0,10/28/2015,0,2,In Progress,4,98
294,1,0,0,11/29/2015,0,3,Active,0,0
295,1,1,1,12/25/2015,0,1,Not Started,1,1.59
296,0,1,0,12/23/2015,1,1,Not Started,3,10.1
297,1,0,0,11/9/2015,1,1,Not Started,3,192
298,1,1,1,10/13/2015,0,2,In Progress,0,0
299,1,0,0,10/9/2015,0,4,-,4,10.08
300,1,0,0,12/2/2015,1,1,Not Started,0,0
301,1,0,1,12/16/2015,0,2,In Progress,2,4.24
302,1,0,0,12/16/2015,1,4,-,2,98
303,0,1,1,10/31/2015,1,3,Active,2,2
304,1,0,0,12/1/2015,0,3,Active,2,18
305,1,0,1,12/14/2015,1,2,In Progress,0,0
306,1,1,0,10/9/2015,1,3,Active,1,1.73
307,0,1,1,10/31/2015,1,3,Active,0,0
308,0,1,1,11/7/2015,0,2,In Progress,3,81
309,0,1,0,11/9/2015,0,2,In Progress,0,0
310,1,0,1,10/18/2015,1,1,Not Started,2,5.66
311,1,1,0,11/8/2015,1,4,-,2,18
312,0,1,0,11/30/2015,1,1,Not Started,2,4.16
313,0,0,1,11/17/2015,0,2,In Progress,4,9604
314,0,1,1,10/23/2015,0,1,Not Started,2,18
315,0,1,1,12/23/2015,0,4,-,0,0
316,0,0,0,12/6/2015,1,2,In Progress,3,7.21
317,1,0,1,11/28/2015,1,2,In Progress,4,1024
318,0,1,1,10/7/2015,0,3,Active,2,8.49
319,0,1,1,11/3/2015,1,2,In Progress,4,8
320,0,0,1,12/18/2015,1,4,-,0,0
321,0,0,0,11/1/2015,0,2,In Progress,3,24
322,0,0,1,12/10/2015,1,4,-,0,0
323,1,1,0,11/26/2015,0,3,Active,3,9
324,1,0,0,11/4/2015,0,4,-,4,13.57
325,0,1,1,12/28/2015,1,2,In Progress,2,3.68
326,1,0,0,10/18/2015,0,4,-,3,5.77
327,1,1,0,12/14/2015,0,1,Not Started,3,10.1
328,0,1,0,12/28/2015,0,3,Active,3,375
329,0,1,0,12/14/2015,1,4,-,0,0
330,0,1,0,10/21/2015,0,1,Not Started,1,1.71
331,1,1,0,10/27/2015,0,1,Not Started,1,1.71
332,1,1,0,10/11/2015,1,2,In Progress,2,9.9
333,0,0,1,11/28/2015,1,2,In Progress,4,21.26
334,0,1,0,12/31/2015,0,4,-,2,5.66
335,1,0,1,12/10/2015,0,4,-,0,0
336,0,1,0,12/16/2015,0,4,-,2,3.68
337,0,0,1,11/28/2015,1,4,-,0,0
338,1,1,1,12/1/2015,0,4,-,0,0
339,1,0,0,12/19/2015,0,4,-,1,1.41
340,0,1,0,12/19/2015,1,1,Not Started,1,1.59
341,0,0,0,10/31/2015,0,2,In Progress,2,7.07
342,0,1,0,12/16/2015,1,1,Not Started,1,1.44
343,1,1,1,12/14/2015,0,2,In Progress,0,0
344,0,0,0,11/3/2015,1,1,Not Started,4,13.57
345,1,1,1,11/18/2015,0,4,-,1,1.59
346,0,1,0,12/31/2015,0,4,-,3,192
347,0,1,0,12/17/2015,1,2,In Progress,1,5
348,1,1,1,12/31/2015,1,2,In Progress,2,18
349,1,0,0,12/31/2015,0,4,-,1,2
350,0,1,0,10/2/2015,1,1,Not Started,4,21.26
351,0,0,0,10/14/2015,1,1,Not Started,1,1.73
352,0,0,0,10/2/2015,1,4,-,1,1.71
353,1,0,0,10/19/2015,1,2,In Progress,1,7
354,0,1,0,10/25/2015,0,4,-,2,98
355,1,1,1,10/6/2015,1,2,In Progress,4,50
356,0,1,0,11/11/2015,0,2,In Progress,2,98
357,0,1,0,12/2/2015,1,1,Not Started,1,1.91
358,0,0,0,12/22/2015,0,3,Active,4,21.26
359,1,1,0,12/8/2015,1,2,In Progress,0,0
360,0,1,1,12/2/2015,0,1,Not Started,3,19.36
361,0,1,0,12/5/2015,1,3,Active,1,1.26
362,0,0,0,10/11/2015,1,1,Not Started,1,3
363,1,1,1,12/10/2015,0,3,Active,0,0
364,1,1,0,11/2/2015,0,1,Not Started,0,0
365,1,1,0,12/29/2015,0,1,Not Started,0,0
366,0,0,1,12/29/2015,0,2,In Progress,4,6.87
367,0,0,1,11/8/2015,0,4,-,0,0
368,1,1,0,11/12/2015,1,2,In Progress,2,2
369,0,0,1,10/8/2015,1,3,Active,2,2.83
370,1,0,1,10/16/2015,0,3,Active,0,0
371,1,0,0,11/22/2015,0,2,In Progress,4,324
372,0,0,1,10/28/2015,1,3,Active,3,4.33
373,1,1,0,12/5/2015,0,2,In Progress,0,0
374,1,0,0,12/18/2015,1,1,Not Started,3,192
375,1,1,1,11/17/2015,1,3,Active,3,7.21
376,0,1,1,12/13/2015,0,1,Not Started,2,3.17
377,1,0,0,10/12/2015,0,1,Not Started,2,50
378,1,1,0,12/21/2015,0,2,In Progress,3,1029
379,1,0,1,12/27/2015,0,4,-,3,7.21
380,1,1,0,12/12/2015,0,4,-,4,17.31
381,0,0,1,12/23/2015,1,2,In Progress,0,0
382,1,1,1,10/9/2015,0,1,Not Started,2,3.68
383,1,1,1,11/18/2015,1,1,Not Started,2,98
384,0,0,1,11/16/2015,1,3,Active,3,9
385,0,1,0,11/13/2015,1,1,Not Started,4,18
386,1,1,0,11/24/2015,1,1,Not Started,1,4
387,0,0,0,12/19/2015,1,2,In Progress,2,32
388,1,0,0,10/3/2015,0,4,-,1,2.24
389,0,0,1,11/12/2015,1,1,Not Started,4,2500
390,1,0,0,10/23/2015,0,1,Not Started,3,1029
391,0,1,1,12/5/2015,0,2,In Progress,4,2500
392,0,1,0,11/2/2015,0,4,-,3,19.36
393,0,0,0,11/25/2015,0,3,Active,0,0
394,0,0,1,11/3/2015,1,3,Active,2,4.16
395,0,1,0,12/18/2015,1,3,Active,0,0
396,1,0,0,12/6/2015,0,3,Active,3,4.9
397,1,0,1,12/4/2015,0,2,In Progress,0,0
398,1,0,1,10/20/2015,1,2,In Progress,4,21.26
399,0,0,0,11/20/2015,1,4,-,2,2
400,1,1,1,11/10/2015,1,2,In Progress,3,24
401,1,1,1,10/17/2015,1,3,Active,1,1.41
402,1,1,1,10/29/2015,1,4,-,0,0
403,0,0,1,12/20/2015,0,1,Not Started,3,25.46
404,0,1,1,10/23/2015,0,1,Not Started,4,324
405,0,1,1,11/1/2015,1,3,Active,3,10.1
406,1,1,0,11/5/2015,1,2,In Progress,4,8
407,1,1,1,11/11/2015,1,2,In Progress,3,81
408,0,0,0,10/2/2015,1,3,Active,2,9.9
409,1,0,0,10/24/2015,1,3,Active,2,8
410,0,1,0,11/29/2015,1,2,In Progress,3,10.1
411,0,0,0,10/4/2015,0,2,In Progress,0,0
412,1,0,1,10/23/2015,0,4,-,1,1.41
413,1,1,0,10/12/2015,0,2,In Progress,4,32
414,1,0,1,12/5/2015,0,1,Not Started,2,2.83
415,1,1,1,12/16/2015,1,2,In Progress,0,0
416,1,0,1,12/2/2015,1,4,-,3,4.33
417,1,1,0,10/11/2015,0,2,In Progress,3,2.88
418,1,1,1,11/17/2015,1,1,Not Started,4,4
419,0,0,0,12/29/2015,0,3,Active,3,1029
420,0,1,0,11/22/2015,1,2,In Progress,1,2.45
421,0,1,1,10/5/2015,1,1,Not Started,3,8.65
422,1,1,1,12/11/2015,1,2,In Progress,2,8.49
423,0,0,1,10/1/2015,0,4,-,1,2.24
424,0,0,1,10/29/2015,0,1,Not Started,0,0
425,0,1,1,10/10/2015,1,1,Not Started,1,2
426,1,1,0,12/7/2015,1,4,-,2,2.62
427,1,0,0,10/7/2015,0,3,Active,4,13.57
428,1,1,1,11/1/2015,0,1,Not Started,3,2.88
429,0,1,0,10/29/2015,0,2,In Progress,3,25.46
430,1,0,0,10/2/2015,1,3,Active,4,13.57
431,1,0,1,10/20/2015,0,4,-,3,19.36
432,1,1,0,11/30/2015,0,1,Not Started,2,3.68
433,0,0,1,10/20/2015,1,4,-,1,7
434,1,1,1,12/27/2015,1,3,Active,3,375
435,1,0,1,12/5/2015,0,2,In Progress,4,72
436,1,1,1,10/14/2015,1,4,-,2,9.9
437,0,1,0,12/7/2015,0,1,Not Started,3,9
438,0,1,1,11/8/2015,1,3,Active,2,2
439,1,1,0,11/20/2015,0,4,-,2,4.24
440,1,1,0,11/27/2015,0,1,Not Started,3,375
441,1,0,0,11/8/2015,0,3,Active,3,4.33
442,1,0,0,12/11/2015,1,4,-,2,32
443,0,1,0,11/13/2015,0,2,In Progress,2,2
444,1,1,0,12/7/2015,0,2,In Progress,3,4.9
445,0,1,1,12/16/2015,1,2,In Progress,4,4
446,1,0,1,11/28/2015,1,1,Not Started,0,0
447,0,0,0,12/26/2015,1,3,Active,4,17.31
448,1,0,1,11/2/2015,1,2,In Progress,3,648
449,0,1,0,11/22/2015,1,1,Not Started,2,4.61
450,1,1,1,10/15/2015,0,4,-,1,7
451,1,1,1,10/10/2015,0,1,Not Started,2,7.07
452,0,1,1,10/18/2015,0,2,In Progress,2,2.83
453,0,0,0,10/26/2015,0,4,-,2,5.66
454,0,1,0,11/2/2015,0,3,Active,4,18
455,1,1,1,11/2/2015,1,3,Active,4,64
456,1,1,0,11/13/2015,1,3,Active,0,0
457,1,0,1,12/3/2015,1,4,-,0,0
458,0,0,0,12/30/2015,0,1,Not Started,3,7.21
459,0,1,1,10/3/2015,0,4,-,2,32
460,1,0,0,11/11/2015,0,3,Active,3,32.08
461,1,0,1,12/1/2015,1,2,In Progress,4,98
462,0,1,0,10/28/2015,1,3,Active,2,32
463,0,0,0,11/21/2015,0,2,In Progress,4,1024
464,0,0,1,10/14/2015,0,4,-,3,2.88
465,0,0,0,12/7/2015,1,1,Not Started,2,4.61
466,0,0,0,11/11/2015,1,2,In Progress,2,9.9
467,1,1,0,10/15/2015,0,2,In Progress,4,9604
468,1,0,1,12/30/2015,1,3,Active,0,0
469,0,1,0,11/21/2015,1,4,-,1,2
470,1,1,0,12/30/2015,1,4,-,3,192
471,0,0,1,12/3/2015,1,4,-,3,24
472,0,0,0,12/16/2015,1,3,Active,2,18
473,0,0,0,12/24/2015,0,4,-,3,7.21
474,0,0,1,10/9/2015,0,2,In Progress,3,25.46
475,1,0,0,11/2/2015,1,4,-,4,98
476,1,0,1,12/26/2015,1,2,In Progress,2,4.24
477,1,1,1,11/17/2015,0,1,Not Started,3,375
478,0,0,0,12/4/2015,0,4,-,4,8
479,0,1,1,12/1/2015,1,1,Not Started,2,32
480,0,1,0,11/4/2015,1,4,-,4,6.87
481,1,1,0,10/2/2015,1,2,In Progress,2,72
482,1,0,0,11/9/2015,1,2,In Progress,2,3.17
483,0,1,0,10/6/2015,0,4,-,0,0
484,0,1,0,10/13/2015,1,2,In Progress,4,17.31
485,1,1,1,10/31/2015,1,3,Active,1,1.91
486,0,1,1,11/7/2015,1,4,-,3,648
487,1,0,1,10/1/2015,1,3,Active,1,2.65
488,1,0,0,12/23/2015,1,1,Not Started,3,4.9
489,1,1,1,12/2/2015,1,2,In Progress,1,1.41
490,0,0,1,12/25/2015,0,2,In Progress,2,8.49
491,1,1,1,10/10/2015,0,4,-,4,4
492,0,1,0,10/10/2015,0,2,In Progress,2,4.24
493,1,1,1,12/7/2015,0,4,-,1,1.82
494,1,0,0,10/9/2015,1,2,In Progress,4,10.08
495,1,1,0,10/28/2015,1,3,Active,3,32.08
496,0,0,0,10/30/2015,0,2,In Progress,0,0
497,0,0,0,10/26/2015,1,4,-,3,192
498,1,1,1,12/2/2015,0,2,In Progress,0,0
499,0,0,1,10/5/2015,0,3,Active,3,19.36
500,0,1,0,10/13/2015,1,4,-,1,2
501,0,1,1,12/6/2015,0,3,Active,4,6.87
502,1,0,0,11/20/2015,0,4,-,1,1.59
